Region,Region_pcode,Province,Province_pcode,City,Mun_Pcode,July2020,July2021,July2022,July2023,July2024,July2025
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,vincenzo a. sagun,PH097341000,26391,26934,27479,28026,28576,29127
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,guipos,PH097343000,21042,21087,21124,21153,21176,21192
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,tigbao,PH097344000,22028,22226,22418,22605,22786,22960
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,alicia,PH098301000,37290,37459,37596,37704,37780,37827
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,buug,PH098302000,37777,37916,38024,38100,38146,38160
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,diplahan,PH098303000,33613,33772,33903,34007,34084,34133
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,imelda,PH098304000,28892,28998,29081,29140,29174,29185
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,ipil (capital),PH098305000,83875,85652,87396,89109,90793,92441
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,kabasalan,PH098306000,46588,46937,47250,47526,47767,47970
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,mabuhay,PH098307000,40224,40833,41418,41978,42516,43028
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,malangas,PH098308000,35015,35265,35488,35683,35851,35990
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,naga,PH098309000,39787,39941,40063,40151,40207,40229
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,olutanga,PH098310000,38533,39497,40453,41400,42342,43273
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,payao,PH098311000,33136,33352,33542,33705,33842,33953
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,roseller lim,PH098312000,49960,51211,52452,53683,54907,56116
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,siay,PH098313000,44336,44802,45235,45637,46007,46344
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,talusan,PH098314000,34667,35612,36553,37491,38428,39359
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,titay,PH098315000,52145,52525,52865,53163,53421,53638
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,tungawan,PH098316000,43566,43772,43942,44077,44176,44240
Region IX (Zamboanga Peninsula),PH090000000,City Of Isabela (Not A Province),PH099700000,city of isabela,PH099701000,127728,130380,132907,135305,137579,139720
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,baungon,PH101301000,35475,35629,35757,35858,35934,35983
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,damulog,PH101302000,34915,35848,36780,37710,38641,39568
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,dangcagan,PH101303000,24525,24635,24727,24800,24856,24893
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,don carlos,PH101304000,69005,69271,69484,69646,69756,69815
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,impasug-ong,PH101305000,51282,51885,52456,52996,53505,53981
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,kadingilan,PH101306000,35133,35334,35509,35658,35782,35880
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,kalilangan,PH101307000,42980,43168,43323,43446,43537,43596
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,kibawe,PH101308000,42789,43362,43911,44435,44936,45411
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,kitaotao,PH101309000,51719,51902,52047,52152,52219,52246
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,lantapan,PH101310000,66558,67415,68232,69010,69751,70451
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,libona,PH101311000,47843,48556,49243,49904,50542,51153
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,city of malaybalay (capital),PH101312000,193919,197621,201246,204794,208277,211674
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,malitbog,PH101313000,25548,25717,25867,25999,26114,26209
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,manolo fortich,PH101314000,107641,108961,110216,111404,112531,113589
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,maramag,PH101315000,111728,113525,115267,116952,118587,120162
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,pangantucan,PH101316000,56498,57076,57616,58120,58588,59017
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,quezon,PH101317000,111826,113195,114496,115728,116896,117993
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,san fernando,PH101318000,61185,62117,63017,63885,64724,65528
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,sumilao,PH101319000,29122,29361,29579,29777,29955,30112
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,talakag,PH101320000,74759,75235,75657,76025,76340,76600
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,city of valencia,PH101321000,200615,201736,202711,203538,204221,204756
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,cabanglasan,PH101322000,35124,35277,35404,35504,35579,35627
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,catarman,PH101801000,17172,17223,17266,17299,17326,17343
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,guinsiliban,PH101802000,6954,7088,7222,7354,7486,7617
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,mahinog,PH101803000,14399,14452,14499,14537,14569,14594
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,mambajao (capital),PH101804000,40652,40990,41312,41613,41901,42169
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,sagay,PH101805000,13254,13365,13471,13570,13665,13753
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,bacolod,PH103501000,23833,23936,24018,24080,24121,24142
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,baloi,PH103502000,65779,67206,68607,69982,71334,72657
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,baroy,PH103503000,23817,24007,24179,24331,24465,24578
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,iligan city,PH103504000,355564,357307,358747,359886,360723,361255
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,kapatagan,PH103505000,71220,72849,74453,76033,77592,79123
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,sultan naga dimaporo (karomatan),PH103506000,60017,60538,61011,61436,61815,62144
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,kauswagan,PH103507000,28072,28374,28655,28916,29155,29373
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,kolambugan,PH103508000,27942,28062,28159,28231,28279,28304
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,lala,PH103509000,70078,70379,70620,70802,70923,70984
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,linamon,PH103510000,23005,23522,24031,24532,25025,25509
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,magsaysay,PH103511000,21395,21852,22300,22739,23171,23593
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,maigo,PH103512000,22781,22953,23106,23241,23357,23455
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,matungao,PH103513000,15557,15856,16147,16430,16707,16975
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,munai,PH103514000,38229,39286,40338,41387,42434,43474
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,nunungan,PH103515000,20156,20483,20799,21103,21395,21674
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,pantao ragat,PH103516000,32574,33530,34486,35441,36398,37353
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,poona piagapo,PH103517000,30279,30902,31512,32109,32694,33263
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,salvador,PH103518000,36046,36862,37666,38457,39237,40002
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,sapad,PH103519000,22750,22992,23217,23425,23617,23790
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,tagoloan,PH103520000,14649,14909,15161,15405,15641,15869
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,tangcal,PH103521000,17757,18281,18804,19327,19852,20375
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,tubod (capital),PH103522000,48802,49012,49180,49306,49391,49433
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,pantar,PH103523000,24968,25601,26229,26850,27468,28078
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,aloran,PH104201000,28293,28383,28458,28517,28561,28589
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,baliangao,PH104202000,17593,17668,17732,17787,17833,17869
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,bonifacio,PH104203000,33127,33233,33320,33390,33441,33473
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,calamba,PH104204000,22200,22271,22330,22376,22410,22432
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,clarin,PH104205000,38565,38710,38834,38937,39020,39080
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,concepcion,PH104206000,15376,16464,17614,18826,20104,21441
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,jimenez,PH104207000,29419,29740,30049,30344,30628,30897
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,lopez jaena,PH104208000,25703,25794,25870,25933,25981,26016
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,oroquieta city (capital),PH104209000,72284,72478,72632,72745,72819,72852
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,ozamiz city,PH104210000,148612,149776,150866,151882,152827,153695
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,panaon,PH104211000,10429,10457,10479,10496,10507,10511
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,plaridel,PH104212000,41652,42162,42655,43131,43592,44034
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,sapang dalaga,PH104213000,20414,20469,20512,20545,20565,20575
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,sinacaban,PH104214000,18788,18838,18878,18908,18927,18936
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,tangub city,PH104215000,64519,64723,64890,65022,65119,65179
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,tudela,PH104216000,29755,29875,29979,30067,30139,30194
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,don victoriano chiongbian (don maria,PH104217000,10429,10462,10490,10512,10528,10538
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,alubijid,PH104301000,32300,32754,33186,33595,33981,34342
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,balingasag,PH104302000,69387,69675,69899,70060,70158,70193
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,balingoan,PH104303000,11713,11818,11914,11999,12075,12141
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,binuangan,PH104304000,8135,8243,8345,8441,8532,8616
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,cagayan de oro city (capital),PH104305000,738987,750312,761134,771446,781279,790580
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,claveria,PH104306000,52362,52942,53479,53975,54430,54842
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,city of el salvador,PH104307000,54737,55545,56316,57047,57742,58397
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,gingoog city,PH104308000,129317,129922,130410,130781,131034,131170
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,gitagum,PH104309000,16942,17012,17067,17106,17130,17138
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,initao,PH104310000,34826,35245,35638,36004,36343,36654
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,jasaan,PH104311000,57781,58310,58790,59221,59605,59940
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,kinoguitan,PH104312000,15799,16055,16301,16536,16761,16975
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,lagonglong,PH104313000,23667,24027,24371,24698,25010,25305
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,laguindingan,PH104314000,26585,26973,27342,27692,28025,28337
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,libertad,PH104315000,12870,12941,13000,13048,13084,13109
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,lugait,PH104316000,20470,20560,20632,20684,20719,20734
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,magsaysay (linugos),PH104317000,35807,35955,36071,36154,36204,36222
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,manticao,PH104318000,29473,29608,29717,29798,29854,29882
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,medina,PH104319000,34091,34241,34359,34447,34504,34529
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,naawan,PH104320000,23191,23547,23886,24210,24519,24810
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,opol,PH104321000,70465,72225,73965,75684,77387,79064
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,salay,PH104322000,29702,29825,29921,29990,30032,30046
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,sugbongcogon,PH104323000,9572,9616,9653,9680,9699,9709
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,tagoloan,PH104324000,81503,83070,84592,86068,87504,88892
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,talisayan,PH104325000,25361,25467,25550,25610,25647,25661
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,villanueva,PH104326000,46959,48526,50100,51684,53279,54879
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,asuncion (saug),PH112301000,60970,61230,61465,61672,61853,62007
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,carmen,PH112303000,77897,78464,79001,79506,79981,80423
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,kapalong,PH112305000,82319,83480,84620,85739,86840,87916
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,new corella,PH112314000,57334,57778,58199,58598,58975,59328
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,city of panabo,PH112315000,189127,189814,190419,190939,191377,191729
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,island garden city of samal,PH112317000,109254,110182,111069,111913,112718,113479
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,santo tomas,PH112318000,124680,125755,126783,127763,128699,129584
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,city of tagum (capital),PH112319000,268122,269569,270902,272120,273228,274217
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,talaingod,PH112322000,28560,28747,28922,29085,29237,29376
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,braulio e. dujali,PH112323000,30940,31072,31191,31297,31389,31467
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,san isidro,PH112324000,27254,27343,27420,27485,27537,27577
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,bansalan,PH112401000,64448,65295,66153,67022,67904,68795
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,davao city,PH112402000,1827910,1870385,1913809,1958191,2003650,2049938
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,city of digos (capital),PH112403000,190142,194671,199304,204042,208897,213843
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,hagonoy,PH112404000,57628,58549,59483,60433,61399,62377
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,kiblawan,PH112406000,53329,54280,55246,56229,57231,58247
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,magsaysay,PH112407000,58782,59835,60905,61993,63103,64228
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,malalag,PH112408000,42294,43059,43836,44628,45434,46252
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,matanao,PH112410000,62358,63565,64794,66046,67324,68621
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,padada,PH112411000,27449,27628,27808,27989,28171,28354
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,santa cruz,PH112412000,101446,103720,106042,108414,110842,113313
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,sulop,PH112414000,35066,35369,35674,35982,36294,36606
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,baganga,PH112501000,58909,59318,59683,60004,60281,60514
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,banaybanay,PH112502000,43004,43289,43543,43763,43952,44108
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,boston,PH112503000,14374,14514,14643,14763,14873,14973
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,caraga,PH112504000,43844,44470,45070,45644,46194,46716
